text,label
The product works very horrible,negative
This game is absolutely beautiful,positive
I hate this game,negative
Đây là một trò chơi rất tệ,negative
Tôi rất thất vọng với máy tính,negative
This restaurant is absolutely bad,negative
I love this laptop,positive
I am very happy with this device,positive
I am very happy with this movie,positive
Tôi rất thích máy tính này,positive
The device works very worst,negative
I love this game,positive
This laptop is disappointing,negative
I love this movie,positive
This is a great phone,positive
I regret buying this service,negative
điện thoại này thật sự chất lượng cao,positive
Tôi rất thất vọng với trò chơi,negative
I am very happy with this app,positive
This is a superb device,positive
The service works very bad,negative
I regret buying this product,negative
I really like this service,positive
trò chơi này thật sự tuyệt vời,positive
I really like this restaurant,positive
The app works wonderful,positive
I really like this phone,positive
Trải nghiệm với ứng dụng rất hoàn hảo,positive
The restaurant works perfect,positive
Trải nghiệm với ứng dụng rất tuyệt vời,positive
Đây là một ứng dụng không đáng tiền,negative
trò chơi này thật sự thất vọng,negative
Tôi ghét dịch vụ này,negative
sản phẩm này thật sự tốt,positive
This item is absolutely amazing,positive
Tôi ghét máy tính này,negative
This movie is absolutely perfect,positive
This phone is absolutely fantastic,positive
This phone is absolutely outstanding,positive
trò chơi này thật sự tệ,negative
This service is ugly,negative
thiết bị này rất thất vọng,negative
This item is absolutely useless,negative
This game is absolutely useless,negative
The game works very useless,negative
I really like this phone,positive
Đây là một máy tính tệ,negative
Đây là một sản phẩm thất vọng,negative
I love this game,positive
I really like this product,positive
This is a very awful device,negative
Tôi ghét ứng dụng này,negative
This laptop is absolutely excellent,positive
The movie works very bad,negative
Trải nghiệm với điện thoại rất tuyệt vời,positive
Đây là một điện thoại tệ,negative
This app is absolutely worst,negative
This movie is beautiful,positive
This phone is absolutely awesome,positive
The product works superb,positive
Tôi rất thích trò chơi này,positive
I regret buying this movie,negative
Trải nghiệm với sản phẩm rất tốt,positive
This game is absolutely superb,positive
Tôi rất thất vọng với dịch vụ,negative
I regret buying this service,negative
Trải nghiệm với ứng dụng rất rất kém,negative
This is a great game,positive
Đây là một ứng dụng tệ,negative
The laptop works incredible,positive
The laptop works fantastic,positive
I hate this service,negative
The app works wonderful,positive
The service works very terrible,negative
Trải nghiệm với sản phẩm rất thất vọng,negative
trò chơi này rất tệ,negative
Trải nghiệm với điện thoại rất kém,negative
I hate this restaurant,negative
This movie is absolutely fantastic,positive
The restaurant works incredible,positive
Tôi ghét thiết bị này,negative
I am very disappointed with this product,negative
This is a very ugly laptop,negative
Trải nghiệm với dịch vụ rất đáng tiền,positive
Tôi ghét thiết bị này,negative
sản phẩm này thật sự hoàn hảo,positive
trò chơi này thật sự chất lượng cao,positive
điện thoại này rất tuyệt vời,positive
Đây là một sản phẩm rất tệ,negative
Tôi rất thất vọng với thiết bị,negative
điện thoại này thật sự rất tệ,negative
dịch vụ này thật sự tuyệt vời,positive
Tôi rất thích dịch vụ này,positive
Tôi rất thất vọng với dịch vụ,negative
I really like this laptop,positive
Tôi rất hài lòng với ứng dụng,positive
máy tính này rất không đáng tiền,negative
This is a amazing restaurant,positive
Đây là một ứng dụng chất lượng cao,positive
Tôi rất thích trò chơi này,positive
Tôi rất thích ứng dụng này,positive
This phone is brilliant,positive
Đây là một thiết bị hoàn hảo,positive
This app is awful,negative
Tôi rất hài lòng với sản phẩm,positive
This game is awesome,positive
I am very happy with this device,positive
sản phẩm này rất hoàn hảo,positive
trò chơi này thật sự tuyệt vời,positive
I am very happy with this movie,positive
This item is ugly,negative
máy tính này rất đáng tiền,positive
This item is absolutely amazing,positive
Tôi rất thích điện thoại này,positive
sản phẩm này rất đáng tiền,positive
Đây là một trò chơi tốt,positive
Trải nghiệm với máy tính rất tuyệt vời,positive
This service is absolutely horrible,negative
The app works wonderful,positive
Tôi rất hài lòng với thiết bị,positive
This is a outstanding movie,positive
sản phẩm này rất chất lượng cao,positive
Đây là một thiết bị rất tệ,negative
sản phẩm này thật sự đáng tiền,positive
I really like this game,positive
máy tính này thật sự kém,negative
The restaurant works very annoying,negative
This restaurant is beautiful,positive
Trải nghiệm với dịch vụ rất tệ,negative
Tôi rất hài lòng với ứng dụng,positive
sản phẩm này rất đáng tiền,positive
trò chơi này thật sự chất lượng cao,positive
I am very happy with this movie,positive
Tôi rất hài lòng với dịch vụ,positive
This device is worst,negative
sản phẩm này rất rất ổn,positive
I love this restaurant,positive
điện thoại này thật sự xuất sắc,positive
This is a very poor product,negative
điện thoại này thật sự rất tệ,negative
The product works very bad,negative
Tôi rất thích dịch vụ này,positive
Tôi ghét điện thoại này,negative
This phone is absolutely horrible,negative
This movie is absolutely awesome,positive
điện thoại này rất tốt,positive
I am very happy with this phone,positive
Đây là một ứng dụng tuyệt vời,positive
I hate this restaurant,negative
Tôi rất hài lòng với thiết bị,positive
This is a very terrible device,negative
This phone is horrible,negative
This is a wonderful game,positive
I really like this movie,positive
Tôi ghét máy tính này,negative
I am very disappointed with this app,negative
Trải nghiệm với trò chơi rất thất vọng,negative
Trải nghiệm với máy tính rất rất ổn,positive
This restaurant is superb,positive
Đây là một ứng dụng tốt,positive
I am very disappointed with this app,negative
I am very disappointed with this movie,negative
I am very disappointed with this movie,negative
Tôi rất thất vọng với dịch vụ,negative
